path , default , custom, defult_w_count, custom_w_count , defult_w_count_percentage , custom_w_count_percentage , default_wer , default_wacc , custom_wer, custom_wacc
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L4_ Thread Design Considerations\14 - Thread Management Visibilty and Design.srt.res ,0.025415896,0.064326338,0,7,0,1.015965167,2.48,97.52,3.4,96.6
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L4_ Thread Design Considerations\15 - Issues on Multiple CPUs.srt.res ,0.035211268,0.05994412,0,9,0,1.624548736,4.44,95.56,5,95
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L4_ Thread Design Considerations\16 - Synchronization-Related Issues.srt.res ,0.031451036,0.094725957,0,32,0,4.383561644,1.97,98.03,1.95,98.05
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L4_ Thread Design Considerations\17 - Number of Threads Quiz.srt.res ,0.092342342,0.02887538,0,9,0,8.035714286,20.31,79.69,22.3,77.7
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L4_ Thread Design Considerations\18 - Number of Threads Quiz.srt.res ,0.28057554,0.087759815,12,13,15,16.25,21.56,78.44,28.44,71.56
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L4_ Thread Design Considerations\19 - Interrupts and Signals Intro.srt.res ,0.041937094,0.119178768,41,3,8.367346939,0.612244898,2.01,97.99,2.32,97.68
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L4_ Thread Design Considerations\20 - Visual Metaphor.srt.res ,0.026761118,0.020384163,2,21,0.684931507,7.191780822,4.29,95.71,4.91,95.09
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L4_ Thread Design Considerations\21 - Interrupt Handling.srt.res ,0.02006689,0.133995037,1,22,0.362318841,7.971014493,8.35,91.65,8.29,91.71
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L4_ Thread Design Considerations\22 - Signal Handling.srt.res ,0.064480874,0.017438692,2,7,0.405679513,1.419878296,1.79,98.21,3,97
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L4_ Thread Design Considerations\23 - Why Disable Interrupts or Signals.srt.res ,0.009941647,0.023201856,2,12,0.295420975,1.772525849,1.96,98.04,2.93,97.07
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L4_ Thread Design Considerations\24 - More on Signal Masks.srt.res ,0.271875,0.146041507,16,25,14.41441441,22.52252252,24.78,75.22,15.97,84.03
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L4_ Thread Design Considerations\25 - Interrupts on Multicore Systems.srt.res ,0.034098361,0.266820012,2,57,1.234567901,35.18518519,21.48,78.52,7.41,92.59
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L4_ Thread Design Considerations\26 - Types of Signals.srt.res ,0.004790419,0.011455847,0,42,0,17.64705882,15.47,84.53,7.63,92.37
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L4_ Thread Design Considerations\27 - Signals Quiz.srt.res ,0.014906832,0.095723014,0,29,0,34.93975904,42.29,57.71,23.24,76.76
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L4_ Thread Design Considerations\28 - Signals Quiz.srt.res ,0.022744503,0.038992689,0,7,0,7.142857143,37.66,62.34,27.37,72.63
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L4_ Thread Design Considerations\29 - Interrupts as Threads.srt.res ,0.007267442,0.038112944,0,11,0,1.903114187,6.16,93.84,2.7,97.3
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L4_ Thread Design Considerations\30 - Interrupts Top vs Bottom Half.srt.res ,0.006174745,0.054054054,0,5,0,1.222493888,1.5,98.5,3.21,96.79
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L4_ Thread Design Considerations\31 - Performance of Threads as Interrupts.srt.res ,0.003946719,0.107445806,0,0,0,0,16.64,83.36,10.69,89.31
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L4_ Thread Design Considerations\32 - Threads and Signal Handling.srt.res ,0.006756757,0.083764706,2,16,0.854700855,6.837606838,8.93,91.07,6.66,93.34
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L4_ Thread Design Considerations\33 - Threads and Signal Handling Case 1.srt.res ,0.010889292,0.108452951,1,2,0.99009901,1.98019802,16.82,83.18,20.22,79.78
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L4_ Thread Design Considerations\34 - Threads and Signal Handling Case 2.srt.res ,0.012929293,0.007104796,3,1,0.831024931,0.27700831,7.42,92.58,3.37,96.63
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L4_ Thread Design Considerations\35 - Threads and Signal Handling Case 3.srt.res ,0.013838014,0.000819672,2,14,0.687285223,4.810996564,4.49,95.51,11.66,88.34
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L4_ Thread Design Considerations\36 - Threads and Signal Handling Case 4.srt.res ,0.032457952,0.03028083,0,51,0,8.931698774,6.17,93.83,2.35,97.65
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L4_ Thread Design Considerations\37 - Tasks in Linux.srt.res ,0.00379661,0.02784844,1,18,0.087260035,1.570680628,2.44,97.56,1.74,98.26
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L4_ Thread Design Considerations\38 - Lesson Summary.srt.res ,0.017714792,0.170442287,0,5,0,6.944444444,25,75,20.55,79.45
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L4_ Thread Design Considerations\39 - Lesson Review.srt.res ,0.028230185,0.844444444,0,0,0,0,105.95,-5.95,24.4,75.6
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L5_ Thread Performance Considerations\01 - Lesson Preview.srt.res ,0.124497992,0.223522528,0,16,0,12.40310078,10.56,89.44,13.73,86.27
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L5_ Thread Performance Considerations\02 - Which Threading Model is Better.srt.res ,0.008042328,0.040687919,2,16,0.295420975,2.363367799,4.17,95.83,3.57,96.43
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L5_ Thread Performance Considerations\03 - Are Threads Useful.srt.res ,0.005904931,0.152292152,1,11,0.192307692,2.115384615,4.04,95.96,4.33,95.67
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L5_ Thread Performance Considerations\04 - Visual Metaphor.srt.res ,0.010135135,0.053200333,0,22,0,8.270676692,8.42,91.58,8.05,91.95
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L5_ Thread Performance Considerations\05 - Performance Metrics Intro.srt.res ,0.026092629,0.237870331,0,41,0,16.4,13.6,86.4,7.03,92.97
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L5_ Thread Performance Considerations\06 - Performance Metrics.srt.res ,0.010432191,0.057934956,0,21,0,2.536231884,3.08,96.92,2.25,97.75
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L5_ Thread Performance Considerations\07 - Performance Metrics Summary.srt.res ,0.011530398,0.05487228,1,12,0.446428571,5.357142857,12.35,87.65,10.11,89.89
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L5_ Thread Performance Considerations\08 - Really Are Threads Useful.srt.res ,0.009076175,0.001643385,1,4,0.219298246,0.877192982,7.42,92.58,4.56,95.44
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L5_ Thread Performance Considerations\09 - Multi Process vs Multi Threaded.srt.res ,0.003093102,0.023961661,0,1,0,0.197628458,8.6,91.4,4.97,95.03
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L5_ Thread Performance Considerations\10 - Multi Process Web Server.srt.res ,0.055636896,0.029995162,0,11,0,5.365853659,6.31,93.69,7.17,92.83
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L5_ Thread Performance Considerations\11 - Multi Threaded Web Server.srt.res ,0.012493993,0.031757234,0,0,0,0,0.77,99.23,3.82,96.18
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L5_ Thread Performance Considerations\12 - Event-Driven Model.srt.res ,0.00907441,0.003861004,1,0,0.209205021,0,4.99,95.01,3.38,96.62
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L5_ Thread Performance Considerations\13 - Concurrency in the Event Driven Model.srt.res ,0.011579286,0.066376496,1,12,0.206185567,2.474226804,5.3,94.7,3.48,96.52
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L5_ Thread Performance Considerations\14 - Event-Driven Model Why.srt.res ,0.003747658,0.148148148,0,0,0,0,4.39,95.61,6.87,93.13
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L5_ Thread Performance Considerations\15 - Event-Driven Model How.srt.res ,0.055572154,0.011351909,0,12,0,2.23880597,3.57,96.43,5.92,94.08
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L5_ Thread Performance Considerations\16 - Helper Threads and Processes.srt.res ,0.035137702,0.004017217,0,1,0,0.0999001,2.04,97.96,1.91,98.09
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L5_ Thread Performance Considerations\17 - Models and Memory Quiz.srt.res ,0.1640625,0.136038186,0,20,0,28.16901408,31.12,68.88,13.04,86.96
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L5_ Thread Performance Considerations\18 - Models and Memory Quiz.srt.res ,0.059134108,0.085365854,0,36,0,25,13.39,86.61,4.5,95.5
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L5_ Thread Performance Considerations\19 - Flash Web Server.srt.res ,0.028970512,0.012744452,0,41,0,6.446540881,4.12,95.88,2.4,97.6
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L5_ Thread Performance Considerations\20 - Apache Web Server.srt.res ,0.022356777,0.039631022,0,34,0,10.0591716,2.37,97.63,6.68,93.32
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L5_ Thread Performance Considerations\21 - Experimental Methodology.srt.res ,0.032348367,0.010998308,0,12,0,1.171875,1.83,98.17,2.52,97.48
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L5_ Thread Performance Considerations\22 - Experimental Results.srt.res ,0.021784667,0.03057554,0,10,0,0.865051903,1.67,98.33,2.03,97.97
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L5_ Thread Performance Considerations\23 - Summary of Performance Results.srt.res ,0.027052239,0.005695688,0,8,0,3.053435115,8.23,91.77,9.55,90.45
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L5_ Thread Performance Considerations\24 - Performance Observation Quiz.srt.res ,0.031347962,0.125603865,0,9,0,8.653846154,38.14,61.86,20.62,79.38
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L5_ Thread Performance Considerations\25 - Performance Observation Quiz.srt.res ,0.015246637,0.029850746,1,29,0.429184549,12.44635193,12.04,87.96,10.11,89.89
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L5_ Thread Performance Considerations\26 - Advice on Designing Experiments.srt.res ,0.001281914,0.040191388,2,40,0.142146411,2.842928216,1.96,98.04,1.84,98.16
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L5_ Thread Performance Considerations\27 - Advice on Running Experiments.srt.res ,0.019522777,0.027,1,3,0.490196078,1.470588235,2.89,97.11,10.39,89.61
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L5_ Thread Performance Considerations\28 - Experimental Design Quiz.srt.res ,0.019642857,0.079869601,2,45,0.677966102,15.25423729,13.15,86.85,7.13,92.87
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L5_ Thread Performance Considerations\29 - Experimental Design Quiz.srt.res ,0.056030669,0.015682431,0,2,0,0.346620451,4.37,95.63,3.88,96.12
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L5_ Thread Performance Considerations\30 - Lesson Summary.srt.res ,0.06504065,0.01980198,0,0,0,0,19.52,80.48,23.42,76.58
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P2L5_ Thread Performance Considerations\31 - Lesson Review.srt.res ,0.884848485,0.0125,10,1,33.33333333,3.333333333,16.67,83.33,80.95,19.05
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L2_ Memory Management\01 - Lesson Preview.srt.res ,0.281588448,0.012358393,5,1,4.06504065,0.81300813,20.43,79.57,27.94,72.06
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L2_ Memory Management\02 - Visual Metaphor.srt.res ,0.029550034,0.004484305,0,1,0,0.213675214,4.8,95.2,2.4,97.6
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L2_ Memory Management\03 - Memory Management Goals.srt.res ,0.005571705,0.004042806,4,5,0.325203252,0.406504065,2.42,97.58,2.9,97.1
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L2_ Memory Management\04 - Memory Management Hardware Support.srt.res ,0.006098991,0.003606853,1,1,0.170068027,0.170068027,3.58,96.42,0.45,99.55
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L2_ Memory Management\05 - Page Tables.srt.res ,0.003796868,0.006169031,0,2,0,0.2,3.2,96.8,2.73,97.27
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L2_ Memory Management\06 - Page Table Entry.srt.res ,0.008095238,0.006889764,1,2,0.169491525,0.338983051,3.5,96.5,4.14,95.86
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L2_ Memory Management\07 - Page Table Size.srt.res ,0.022813688,0.015852885,3,2,0.709219858,0.472813239,8.24,91.76,5.78,94.22
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L2_ Memory Management\08 - Multi Level Page Tables.srt.res ,0.003066544,0.007413127,1,1,0.102564103,0.102564103,2.18,97.82,2.75,97.25
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L2_ Memory Management\09 - Multi Level Page Table Quiz.srt.res ,0.015915119,0.021793797,1,0,1.086956522,0,34.52,65.48,31.89,68.11
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L2_ Memory Management\10 - Multi Level Page Table Quiz.srt.res ,0.011137629,0.035117057,3,2,0.914634146,0.609756098,2.63,97.37,11.48,88.52
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L2_ Memory Management\11 - Speeding Up Translation  TLB.srt.res ,0.008639309,0.002985075,1,2,0.228832952,0.457665904,2.53,97.47,3.7,96.3
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L2_ Memory Management\12 - Inverted Page Tables.srt.res ,0.010775217,0.00296824,1,3,0.230414747,0.69124424,3,97,3.69,96.31
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L2_ Memory Management\13 - Segmentation.srt.res ,0.009611534,0.021420921,2,2,0.628930818,0.628930818,6.39,93.61,4.42,95.58
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L2_ Memory Management\14 - Page Size.srt.res ,0.002916869,0.006779661,2,4,0.338983051,0.677966102,2.68,97.32,2.83,97.17
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L2_ Memory Management\15 - Page Table Size Quiz.srt.res ,0.004938272,0.008077544,1,2,1.111111111,2.222222222,23.82,76.18,24.02,75.98
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L2_ Memory Management\16 - Page Table Size Quiz.srt.res ,0.007912957,0.001298701,1,5,0.653594771,3.267973856,25.22,74.78,5.45,94.55
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L2_ Memory Management\17 - Memory Allocation.srt.res ,0.007203667,0.013360441,1,0,0.235294118,0,1.53,98.47,5.93,94.07
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L2_ Memory Management\18 - Memory Allocation Challenges.srt.res ,0.004246285,0.007827789,0,2,0,0.403225806,5.94,94.06,4.6,95.4
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L2_ Memory Management\19 - Linux Kernel Allocators.srt.res ,0.006079027,0.002999063,0,1,0,0.123304562,4.41,95.59,2.31,97.69
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L2_ Memory Management\20 - Demand Paging.srt.res ,0.009551098,0.002357101,0,2,0,0.446428571,6.86,93.14,3.58,96.42
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L2_ Memory Management\21 - Page Replacement.srt.res ,0.002327747,0.002726653,4,0,0.652528548,0,3.08,96.92,3.11,96.89
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L2_ Memory Management\22 - Least Recently Used LRU Quiz.srt.res ,0.025373134,0.005939124,0,1,0,0.943396226,35.56,64.44,36.51,63.49
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L2_ Memory Management\23 - Least Recently Used LRU Quiz.srt.res ,0.008791209,0.009527934,0,2,0,0.740740741,14.65,85.35,6.7,93.3
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L2_ Memory Management\24 - Copy On Write.srt.res ,0.006137061,0.014575412,1,3,0.24691358,0.740740741,7.96,92.04,3.98,96.02
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L2_ Memory Management\25 - Failure Management  Checkpointing.srt.res ,0.012048193,0.00422833,1,2,0.186567164,0.373134328,4.51,95.49,3.6,96.4
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L2_ Memory Management\26 - Checkpointing Quiz.srt.res ,0.021929825,0.008818342,1,2,1.666666667,3.333333333,41.05,58.95,30.79,69.21
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L2_ Memory Management\27 - Checkpointing Quiz.srt.res ,0.08983717,0.008413967,0,1,0,0.371747212,9.32,90.68,7.45,92.55
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L2_ Memory Management\28 - Lesson Summary.srt.res ,0.122503329,0.005706134,0,1,0,1.041666667,16.28,83.72,8.6,91.4
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L2_ Memory Management\29 - Lesson Review.srt.res ,0.027118644,0.014973262,0,1,0,3.225806452,91.02,8.98,113.77,-13.77
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L3_ Inter-Process Communication\01 - Lesson Preview.srt.res ,0.028070175,0.036979969,0,2,0,4.255319149,78.01,21.99,78.01,21.99
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L3_ Inter-Process Communication\02 - Visual Metaphor.srt.res ,0.014302741,0.009848485,0,2,0,0.641025641,12.17,87.83,9.04,90.96
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L3_ Inter-Process Communication\03 - Inter Process Communication.srt.res ,0.004840662,0.073609368,0,0,0,0,9.59,90.41,6.5,93.5
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L3_ Inter-Process Communication\04 - Message Based IPC.srt.res ,0.011532125,0.076728925,0,0,0,0,11.71,88.29,7.97,92.03
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L3_ Inter-Process Communication\05 - Forms of Message Passing.srt.res ,0.010396717,0.060782412,0,1,0,0.208768267,5.29,94.71,4.16,95.84
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L3_ Inter-Process Communication\06 - Shared Memory IPC.srt.res ,0.003984064,0.006029049,3,3,0.556586271,0.556586271,1.85,98.15,3.58,96.42
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L3_ Inter-Process Communication\07 - IPC Comparison Quiz.srt.res ,0.003734827,0.02023919,0,1,0,2.325581395,84.93,15.07,86.03,13.97
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L3_ Inter-Process Communication\08 - IPC Comparison Quiz.srt.res ,0.029831388,0.010558069,1,4,0.877192982,3.50877193,16.64,83.36,31.86,68.14
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L3_ Inter-Process Communication\09 - Copy vs Map.srt.res ,0.002998501,0.069970845,2,0,0.62305296,0,7.48,92.52,6.02,93.98
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L3_ Inter-Process Communication\10 - SysV Shared Memory.srt.res ,0.00399102,0.002806624,4,0,0.727272727,0,1.7,98.3,5.96,94.04
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L3_ Inter-Process Communication\11 - SysV Shared Memory API.srt.res ,0.005398111,0.004786979,0,1,0,0.346020761,7.72,92.28,11.63,88.37
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L3_ Inter-Process Communication\12 - POSIX Shared Memory API.srt.res ,0.07973695,0.003234153,1,0,0.257069409,0,6.98,93.02,6.75,93.25
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L3_ Inter-Process Communication\13 - Shared Memory and Sync.srt.res ,0.009963768,0.001655629,0,0,0,0,13.67,86.33,7.55,92.45
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L3_ Inter-Process Communication\14 - PThreads Sync for IPC.srt.res ,0.007968127,0.005350895,3,0,0.462962963,0,2.5,97.5,3.19,96.81
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L3_ Inter-Process Communication\15 - Sync for Other IPC.srt.res ,0.005175601,0.00921659,1,3,0.27027027,0.810810811,4.97,95.03,3.96,96.04
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L3_ Inter-Process Communication\16 - Message Queue Quiz.srt.res ,0.013771997,0.009426551,0,3,0,3.529411765,30.84,69.16,27.5,72.5
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L3_ Inter-Process Communication\17 - Message Queue Quiz.srt.res ,0.017797553,0.010025063,0,2,0,3.389830508,38.28,61.72,41.93,58.07
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L3_ Inter-Process Communication\18 - IPC Command Line Tools.srt.res ,0.013657056,0.026068067,0,3,0,2.97029703,34.15,65.85,33.45,66.55
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L3_ Inter-Process Communication\19 - Shared Mem Design Considerations.srt.res ,0.007686395,0.018575851,3,1,3.157894737,1.052631579,32.57,67.43,29.73,70.27
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L3_ Inter-Process Communication\20 - How Many Segments.srt.res ,0.015468608,0.002287021,6,0,2.459016393,0,2.94,97.06,12.44,87.56
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L3_ Inter-Process Communication\21 - Design Considerations.srt.res ,0.108974359,0.03589456,1,2,0.5,1,7.78,92.22,19.93,80.07
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L3_ Inter-Process Communication\22 - Lesson Summary.srt.res ,0.003267974,0.011484824,0,0,0,0,30.63,69.37,29.73,70.27
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L3_ Inter-Process Communication\23 - Lesson Review.srt.res ,0.041904762,0.01799775,0,0,0,0,71.86,28.14,94.01,5.99
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L4_ Synchronization Constructs\01 - Lesson Preview.srt.res ,0.092879257,0.223812622,1,11,0.847457627,9.322033898,16.6,83.4,22.3,77.7
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L4_ Synchronization Constructs\02 - Visual Metaphor.srt.res ,0.00617284,0.038807043,0,14,0,4.12979351,9.32,90.68,3.55,96.45
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L4_ Synchronization Constructs\03 - More About Synchronization.srt.res ,0.00273224,0.014472777,0,0,0,0,9.96,90.04,9.22,90.78
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L4_ Synchronization Constructs\04 - Spinlocks.srt.res ,0.077359464,0.015873016,0,0,0,0,4.97,95.03,6.07,93.93
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L4_ Synchronization Constructs\05 - Semaphores.srt.res ,0.049902534,0.011107683,0,1,0,0.238663484,5.48,94.52,4.43,95.57
