path , default , custom, defult_w_count, custom_w_count , defult_w_count_percentage , custom_w_count_percentage , default_wer , default_wacc , custom_wer, custom_wacc
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\13 - Pointers in RPCs.srt.res ,0.008368201,0.003952569,0,1,0,0.330033003,12.6,87.4,4.99,95.01
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\14 - Handling Partial Failures.srt.res ,0.004014049,0.021372791,0,3,0,1.111111111,5.35,94.65,9.43,90.57
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\15 - RPC Failure Quiz.srt.res ,0.00998004,0.016641452,0,0,0,0,27.46,72.54,35.86,64.14
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\16 - RPC Failure Quiz.srt.res ,0.118721461,0.028368794,0,2,0,1.886792453,10.02,89.98,33.33,66.67
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\17 - RPC Design Choice Summary.srt.res ,0.00546697,0.013172338,2,3,0.619195046,0.92879257,12.25,87.75,6.89,93.11
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\18 - What is SunRPC.srt.res ,0.008598452,0.025531915,2,2,0.689655172,0.689655172,11.69,88.31,8.41,91.59
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\19 - SunRPC Overview.srt.res ,0.006482027,0.007959068,1,6,0.219298246,1.315789474,6.78,93.22,6.25,93.75
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\20 - SunRPC  XDR Example.srt.res ,0.003856351,0.008045734,1,5,0.149925037,0.749625187,5.73,94.27,3.24,96.76
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\21 - Compiling XDR.srt.res ,0.005676443,0.011848341,3,2,0.522648084,0.348432056,2.78,97.22,2.6,97.4
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\22 - Summarizing XDR Compilation.srt.res ,0.010428737,0.005492996,1,1,0.225225225,0.225225225,8.13,91.87,4.31,95.69
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\23 - Squarex Return Type Quiz.srt.res ,0.023696682,0.004524887,0,0,0,0,32.82,67.18,32.82,67.18
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\24 - Squarex Return Type Quiz.srt.res ,0.031496063,0.02125775,0,0,0,0,79.02,20.98,81.47,18.53
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\25 - SunRPC  Registry.srt.res ,0.025939475,0.003948667,2,1,0.4784689,0.23923445,9.3,90.7,6.61,93.39
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\26 - SunRPC  Binding.srt.res ,0.107830552,0.009220839,0,0,0,0,7.84,92.16,7.21,92.79
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\27 - XDR Data Types.srt.res ,0.060768543,0.006445216,0,1,0,0.184162063,3.98,96.02,5.14,94.86
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\28 - XDR Data Types Quiz.srt.res ,0.026871401,0.00541272,0,1,0,1.639344262,72.38,27.62,75.24,24.76
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\29 - XDR Data Types Quiz.srt.res ,0.012903226,0.02002002,0,2,0,2.352941176,24.17,75.83,31.93,68.07
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\30 - XDR Routines.srt.res ,0.093385214,0.002974715,0,4,0,2.150537634,9.51,90.49,14.87,85.13
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\31 - Encoding.srt.res ,0.00796284,0.009364548,1,2,0.25974026,0.519480519,6.51,93.49,8.18,91.82
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\32 - XDR Encoding.srt.res ,0.005888126,0.004394397,0,1,0,0.204918033,6.13,93.87,3.47,96.53
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\33 - XDR Encoding Quiz.srt.res ,0.009624639,0.013404826,1,2,0.793650794,1.587301587,28.76,71.24,8.74,91.26
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\34 - XDR Encoding Quiz.srt.res ,0.011869436,0.009153318,1,2,0.961538462,1.923076923,32.83,67.17,33.5,66.5
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\35 - Java RMI.srt.res ,0.009798271,0.001634877,0,2,0,0.434782609,6.73,93.27,4.84,95.16
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\36 - Lesson Summary.srt.res ,0.011441648,0.012378426,0,1,0,1.041666667,36.83,63.17,32.33,67.67
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\37 - Lesson Review.srt.res ,0.027600849,0.018823529,0,0,0,0,97.01,2.99,110.18,-10.18
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L2_ Distributed File Systems\01 - Lesson Preview.srt.res ,0.028688525,0.01048218,2,0,1.709401709,0,11.09,88.91,28.03,71.97
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L2_ Distributed File Systems\02 - Visual Metaphor.srt.res ,0.006771314,0.002847989,0,1,0,0.265957447,1.73,98.27,7.6,92.4
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L2_ Distributed File Systems\03 - Distributed File Systems.srt.res ,0.014527845,0.188129899,2,39,1.242236025,24.22360248,24.45,75.55,5.29,94.71
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L2_ Distributed File Systems\04 - DFS Models.srt.res ,0.010492131,0.131937683,2,3,0.451467269,0.677200903,2.73,97.27,5.06,94.94
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L2_ Distributed File Systems\05 - Remote File Service Extremes.srt.res ,0.00680658,0.021414483,3,12,0.746268657,2.985074627,3.67,96.33,3.19,96.81
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L2_ Distributed File Systems\06 - Remote File Service  A Compromise.srt.res ,0.054771784,0.066710268,0,43,0,11.4973262,6.63,93.37,6.81,93.19
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L2_ Distributed File Systems\07 - Stateless vs Stateful File Server.srt.res ,0.007343413,0.034597995,1,27,0.140646976,3.797468354,2.24,97.76,2.07,97.93
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L2_ Distributed File Systems\08 - Caching State in a DFS.srt.res ,0.010841655,0.011176306,3,24,0.660792952,5.286343612,1.39,98.61,3.53,96.47
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L2_ Distributed File Systems\09 - File Caching Quiz.srt.res ,0.022909507,0.014204545,0,0,0,0,33.6,66.4,21.6,78.4
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L2_ Distributed File Systems\10 - File Caching Quiz.srt.res ,0.0039801,0.340196078,3,57,1.382488479,26.26728111,9.42,90.58,10.63,89.37
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L2_ Distributed File Systems\11 - File Sharing Semantics on a DFS.srt.res ,0.003050175,0.011278195,1,4,0.095147479,0.380589914,1.84,98.16,1.09,98.91
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L2_ Distributed File Systems\12 - DFS Data Structure Quiz.srt.res ,0.009419152,0.043636364,0,5,0,7.352941176,34.57,65.43,21.35,78.65
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L2_ Distributed File Systems\13 - DFS Data Structure Quiz.srt.res ,0.009512485,0.046767538,0,15,0,6.25,15.26,84.74,8.7,91.3
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L2_ Distributed File Systems\14 - File vs Directory Service.srt.res ,0.024324324,0.057848052,0,18,0,6.101694915,6.57,93.43,6.07,93.93
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L2_ Distributed File Systems\15 - Replication and Partitioning.srt.res ,0.004014599,0.047578299,1,7,0.119331742,0.835322196,1.79,98.21,3.36,96.64
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L2_ Distributed File Systems\16 - Replication vs Partitioning Quiz.srt.res ,0.017679558,0.079791847,0,2,0,2.127659574,42.42,57.58,20.88,79.12
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L2_ Distributed File Systems\17 - Replication vs Partitioning Quiz.srt.res ,0.007914076,0.028558268,2,17,0.892857143,7.589285714,6.02,93.98,6.31,93.69
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L2_ Distributed File Systems\18 - Networking File System NFS Design.srt.res ,0.003758221,0.00871731,1,1,0.229357798,0.229357798,8.04,91.96,7.44,92.56
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L2_ Distributed File Systems\19 - NFS File Handle Quiz.srt.res ,0.018741633,0.172955975,1,10,1.724137931,17.24137931,23.17,76.83,15.85,84.15
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L2_ Distributed File Systems\20 - NFS File Handle Quiz.srt.res ,0.009266409,0.06132879,2,36,1.149425287,20.68965517,10.78,89.22,8.81,91.19
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L2_ Distributed File Systems\21 - NFS Versions.srt.res ,0.038136747,0.001385042,0,9,0,1.533219762,4.16,95.84,3.03,96.97
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L2_ Distributed File Systems\22 - NFS Cache Consistency Quiz.srt.res ,0.017467249,0.087774295,1,0,1.960784314,0,61.86,38.14,22.22,77.78
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L2_ Distributed File Systems\23 - NFS Cache Consistency Quiz.srt.res ,0.006200177,0.008435583,1,5,0.325732899,1.628664495,8.7,91.3,6.2,93.8
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L2_ Distributed File Systems\24 - Sprite Distributed File System.srt.res ,0.002832861,0.143984221,0,20,0,10.30927835,12.86,87.14,8.8,91.2
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L2_ Distributed File Systems\25 - Sprite DFS  Access Pattern Analysis.srt.res ,0.002750275,0.009154421,1,30,0.169204738,5.076142132,6.5,93.5,2.98,97.02
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L2_ Distributed File Systems\26 - Sprite DFS  From Analysis to Design.srt.res ,0.005565863,0.010567297,0,34,0,7.264957265,3.72,96.28,4.26,95.74
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L2_ Distributed File Systems\27 - File Access Operations in Sprite.srt.res ,0.008664829,0.150128158,2,10,0.236406619,1.182033097,3.13,96.87,2.67,97.33
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L2_ Distributed File Systems\28 - Lesson Summary.srt.res ,0.015200869,0.052230686,0,2,0,2.777777778,24.42,75.58,24.2,75.8
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L2_ Distributed File Systems\29 - Lesson Review.srt.res ,0.268518519,0.878980892,0,0,0,0,80.84,19.16,18.56,81.44
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\01 - Lesson Preview.srt.res ,0.201257862,0.062911485,4,4,3.703703704,3.703703704,20.06,79.94,19.35,80.65
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\02 - Visual Metaphor.srt.res ,0.055115802,0.029683698,0,22,0,3.907637655,4.72,95.28,4.42,95.58
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\03 - Reviewing DFSs.srt.res ,0.021168501,0.010771993,5,1,1.424501425,0.284900285,8,92,9.59,90.41
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\04 - Peer Distributed Applications.srt.res ,0.030312403,0.004611837,0,1,0,0.192678227,2.24,97.76,4.01,95.99
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\05 - Distributed Shared Memory DSM.srt.res ,0.076049644,0.107699358,1,7,0.175131349,1.22591944,5.17,94.83,2.34,97.66
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\06 - Hardware vs Software DSM.srt.res ,0.006837607,0.150930151,0,12,0,3.680981595,10.35,89.65,4.4,95.6
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\07 - Implementing DSM Quiz.srt.res ,0.014106583,0.376338028,0,16,0,9.638554217,19.75,80.25,5.67,94.33
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\08 - Implementing DSM Quiz.srt.res ,0.025316456,0.095554081,1,5,0.826446281,4.132231405,31.44,68.56,11.98,88.02
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\09 - DSM Design Sharing Granularity.srt.res ,0.029370907,0.013684211,1,13,0.125786164,1.635220126,1.5,98.5,2.47,97.53
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\10 - DSM Design Access Algorithm.srt.res ,0.159353349,0.114932521,0,19,0,7.569721116,11.89,88.11,4.09,95.91
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\11 - DSM Design Migration vs Replication.srt.res ,0.007147111,0.050195204,2,18,0.422832981,3.805496829,5.16,94.84,2.62,97.38
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\12 - DSM Performance Quiz.srt.res ,0.019230769,0.048526863,0,19,0,39.58333333,73.06,26.94,27.95,72.05
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\13 - DSM Performance Quiz.srt.res ,0.070617907,0.053153153,0,55,0,23.91304348,8.37,91.63,11.6,88.4
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\14 - DMS Design Consistency Management.srt.res ,0.005812654,0.117795541,0,1,0,0.158227848,3,97,2.58,97.42
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\15 - DSM Architecture.srt.res ,0.002337359,0.003197726,0,42,0,5.210918114,4.4,95.6,2.08,97.92
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\16 - Summarizing DSM Architecture.srt.res ,0.019011407,0.106369009,0,9,0,7.37704918,27.17,72.83,23.7,76.3
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\17 - Indexing Distributed State.srt.res ,0.002554822,0.002146383,2,15,0.294117647,2.205882353,3.16,96.84,2.46,97.54
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\18 - Implementing DSM.srt.res ,0.006928978,0.031988873,1,9,0.175746924,1.58172232,3.8,96.2,1.54,98.46
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\19 - What is a Consistency Model.srt.res ,0.02118003,0.041540459,0,13,0,2.037617555,1.49,98.51,3.26,96.74
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\20 - Strict Consistency.srt.res ,0.075095057,0.15199398,0,12,0,3.761755486,6.5,93.5,2.66,97.34
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\21 - Sequential Consistency.srt.res ,0.049932886,0.049605934,0,27,0,4.326923077,2.71,97.29,2.24,97.76
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\22 - Causal Consistency.srt.res ,0.001676446,0.011505753,0,17,0,3.085299456,6.48,93.52,1.64,98.36
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\23 - Weak Consistency.srt.res ,0.002524854,0.014653157,2,26,0.213903743,2.780748663,4.19,95.81,1.85,98.15
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\24 - Consistency Models Quiz 1.srt.res ,0.020530368,0.049319728,1,3,1.020408163,3.06122449,35.1,64.9,19.7,80.3
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\25 - Consistency Models Quiz 1.srt.res ,0.193347193,0.220338983,0,11,0,7.586206897,16.25,83.75,1.12,98.88
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\26 - Consistency Models Quiz 2.srt.res ,0.119298246,0.079487179,0,0,0,0,30.32,69.68,25.67,74.33
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\27 - Consistency Models Quiz 2.srt.res ,0.012174875,0.03437816,1,2,0.485436893,0.970873786,14.01,85.99,4.4,95.6
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\28 - Consistency Models Quiz 3.srt.res ,0.027867095,0.116611661,2,16,2.597402597,20.77922078,22.44,77.56,20.94,79.06
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\29 - Consistency Models Quiz 3.srt.res ,0.124822695,0.053807107,0,11,0,4.62184874,9.91,90.09,5.15,94.85
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\30 - Consistency Models Quiz 4.srt.res ,0.200716846,0.451704545,1,11,1.960784314,21.56862745,33.51,66.49,22.51,77.49
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\31 - Consistency Models Quiz 4.srt.res ,0.01303781,0.061728395,1,4,1.886792453,7.547169811,22.1,77.9,28.47,71.53
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\32 - Consistency Models Quiz 5.srt.res ,0.01511335,0.844192635,1,6,3.333333333,20,86.1,13.9,21.93,78.07
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\33 - Consistency Models Quiz 5.srt.res ,0.151041667,0.895027624,0,8,0,30.76923077,81.87,18.13,17.1,82.9
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\34 - Lesson Summary.srt.res ,0.232061069,0.047227926,0,2,0,2.631578947,33.06,66.94,23.59,76.41
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L3_ Distributed Shared Memory\35 - Lesson Review.srt.res ,0.037735849,0.878980892,1,0,3.225806452,0,82.63,17.37,18.56,81.44
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L4_ Datacenter Technologies\01 - Lesson Preview.srt.res ,0.089114495,0.020947631,1,0,0.458715596,0,9.22,90.78,10.6,89.4
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L4_ Datacenter Technologies\02 - Data Center Quiz.srt.res ,0.198807157,0.130925508,0,0,0,0,30.08,69.92,23.4,76.6
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L4_ Datacenter Technologies\03 - Data Center Quiz.srt.res ,0.002892263,0.005598321,0,0,0,0,7.84,92.16,12.22,87.78
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L4_ Datacenter Technologies\04 - Internet Services.srt.res ,0.005642633,0.003156566,1,0,0.268096515,0,5.75,94.25,5.07,94.93
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L4_ Datacenter Technologies\05 - Internet Service Architectures.srt.res ,0.002508361,0.008726003,2,1,0.754716981,0.377358491,11.91,88.09,8.83,91.17
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L4_ Datacenter Technologies\06 - Homogeneous Architectures.srt.res ,0.00645682,0.001375516,1,1,0.334448161,0.334448161,8.15,91.85,7.05,92.95
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L4_ Datacenter Technologies\07 - Heterogeneous Architectures.srt.res ,0.07868191,0.002621232,0,1,0,0.243902439,5.9,94.1,7.23,92.77
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L4_ Datacenter Technologies\08 - Homogeneous Design Quiz.srt.res ,0.012658228,0.01953125,0,0,0,0,38.68,61.32,12.07,87.93
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L4_ Datacenter Technologies\09 - Homogeneous Design Quiz.srt.res ,0.021452145,0.014484007,0,0,0,0,3.04,96.96,17.12,82.88
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L4_ Datacenter Technologies\10 - Heterogeneous Design Quiz.srt.res ,0.3125,0.012568735,1,0,1.388888889,0,38.89,61.11,31.55,68.45
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L4_ Datacenter Technologies\11 - Heterogeneous Design Quiz.srt.res ,0.005259698,0.008866995,1,0,0.510204082,0,9.55,90.45,10.53,89.47
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L4_ Datacenter Technologies\12 - Scale Out Limitations Quiz.srt.res ,0.112125163,0.014434643,15,0,23.4375,0,35.65,64.35,39.12,60.88
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L4_ Datacenter Technologies\13 - Scale Out Limitations Quiz.srt.res ,0.022222222,0.008602151,0,2,0,0.896860987,3.97,96.03,9.93,90.07
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L4_ Datacenter Technologies\14 - Cloud Computing Poster Child Animoto.srt.res ,0.00161845,0.004693,0,1,0,0.165289256,4.61,95.39,2.39,97.61
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L4_ Datacenter Technologies\15 - Cloud Computing Requirements.srt.res ,0.035561006,0.003394625,10,0,2.544529262,0,7.38,92.62,7.11,92.89
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L4_ Datacenter Technologies\16 - Cloud Computing Overview.srt.res ,0.025511917,0.004850445,0,2,0,0.524934383,3.14,96.86,5.6,94.4
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L4_ Datacenter Technologies\17 - Why Does Cloud Computing Work.srt.res ,0.017605634,0.011325028,0,1,0,0.71942446,9.57,90.43,9.09,90.91
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L4_ Datacenter Technologies\18 - Cloud Computing Vision.srt.res ,0.006717045,0.031929348,0,9,0,3.050847458,6.84,93.16,7.26,92.74
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L4_ Datacenter Technologies\19 - Cloud Computing Definitions Quiz.srt.res ,0.007159905,0.042682927,0,5,0,4.098360656,9.01,90.99,4.98,95.02
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L4_ Datacenter Technologies\20 - Cloud Computing Definitions Quiz.srt.res ,0.009049774,0.081497797,0,5,0,3.875968992,22.79,77.21,8.83,91.17
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L4_ Datacenter Technologies\21 - Cloud Deployment Models.srt.res ,0.031454784,0.026289181,1,2,0.337837838,0.675675676,7.01,92.99,3.26,96.74
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L4_ Datacenter Technologies\22 - Cloud Service Models.srt.res ,0.009389671,0.015679443,0,7,0,1.157024793,5.46,94.54,2.89,97.11
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L4_ Datacenter Technologies\23 - Requirements for the Cloud.srt.res ,0.006937562,0.0509839,0,6,0,1.260504202,0.97,99.03,4.42,95.58
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L4_ Datacenter Technologies\24 - Cloud Failure Probability Quiz.srt.res ,0.016143498,0.191762323,0,11,0,9.649122807,23.21,76.79,25,75
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L4_ Datacenter Technologies\25 - Cloud Failure Probability Quiz.srt.res ,0.010482965,0,0,0,0,0,6.58,93.42,6.42,93.58
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L4_ Datacenter Technologies\26 - Cloud Enabling Technologies.srt.res ,0.005554153,0,1,0,0.239808153,0,2.04,97.96,5.27,94.73
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L4_ Datacenter Technologies\27 - The Cloud as a Big Data Engine.srt.res ,0.016080864,0,0,0,0,0,4.32,95.68,1.13,98.87
AVARAGE,0.045757532,0.07140964,1.6,8.932608696,0.935162932,4.387602718,15.37182609,84.62817391,12.8961087,87.1038913
